motion_name,method,joint_name,maximum_velocity_rad_s,maximum_acceleration_rad_s2,mean_jerk_rad_s3,maximum_jerk_rad_s3,joint_limit_violation_count,joint_limit_maximum_violation_rad
05_04,basic_ik,waist_roll_joint,3.305838958113422,56.38791315913643,99.5074312951452,971.0622274640365,0,0.0
05_04,basic_ik,waist_pitch_joint,4.732810147453774,37.70034454723969,121.08360353914402,998.6298658537277,56,0.5731206793260504
05_04,basic_ik,left_shoulder_pitch_joint,27.542525306833124,419.3691820950109,485.42811966396704,10847.192375372502,9,0.05372843784784109
05_04,basic_ik,left_shoulder_roll_joint,9.822253472383647,146.4292872063746,273.0290387046796,2389.2626544559157,56,1.5064504004481591
05_04,basic_ik,left_shoulder_yaw_joint,87.91901652256959,1179.856126709147,2328.7311875015303,30876.991002166673,102,4.966200057456678
05_04,basic_ik,left_elbow_joint,18.179682021119124,303.22658632030016,882.2640935038401,8075.152064125646,38,1.9055918790241624
05_04,basic_ik,left_wrist_roll_joint,63.49144601784797,1046.0416209936589,1865.9530133850765,28293.776331707384,96,8.25096809509166
05_04,basic_ik,left_wrist_pitch_joint,17.8181086363327,426.83642418292476,2017.6025653086358,11269.593286314435,0,0.0
05_04,basic_ik,left_wrist_yaw_joint,7.608232858877048e-09,1.1313858758591405e-07,5.9156882008268465e-08,2.374207559454535e-06,0,0.0
05_04,basic_ik,right_shoulder_pitch_joint,29.83923439595134,436.2750909891704,711.6638490440511,11468.165206208803,0,0.0
05_04,basic_ik,right_shoulder_roll_joint,8.151687556448811,181.82577750949082,291.3071820490163,2518.59718430603,0,0.0
05_04,basic_ik,right_shoulder_yaw_joint,54.728253186397666,1151.1860243032338,3513.1629915444273,28479.535963530318,117,7.827767268214165
05_04,basic_ik,right_elbow_joint,10.144923793924258,150.11282523913113,440.52633185706577,4166.063404218776,8,0.15051205470397044
05_04,basic_ik,right_wrist_roll_joint,51.21981200403549,904.5082821829996,1663.6672346625883,23718.98116050001,83,4.009860141261724
05_04,basic_ik,right_wrist_pitch_joint,17.17719852894822,495.4512457192161,1776.548240796145,13443.075655636445,0,0.0
